type,horse,CO2,CO
Car,328,382,0.367
Car,328,238,0.0756
Car,328,385,0.2795
Car,328,235,0.0889
Car,328,379.290488,0.2972017
Car,328,232.6634131,0.0608433
Car,328,379.3905424,0.3394397
Car,328,234.0686641,0.0873678
Car,301,242,0.427
Car,301,178,0.055
Car,301,248,0.4374
Car,301,178,0.0523
Car,301,257,0.3804
Car,301,203,0.058
Car,301,254,0.351
Car,301,205,0.0865
Car,330,385.1874427,0.4485566
Car,330,245.2058571,0.1645281
Car,330,249.4591824,0.0920965
Car,330,406.2852723,0.4059738
Car,330,262,0.1542
Car,330,402,0.2919
Car,330,264,0.1589
Car,330,401,0.3286
Car,330,260,0.1366
Car,330,401,0.494
Car,330,258,0.101
Car,330,402,0.4574
Car,420,460,0.5525
Car,420,282,0.4588
Car,420,460,0.5952
Car,420,281,0.446
Car,420,450,0.6311
Car,420,275,0.1523
Car,420,449,0.6311
Car,420,273,0.1523
Car,420,452,0.6578
Car,420,276,0.204
Car,420,451,0.6578
Car,420,274,0.204
Car,420,436,0.5686
Car,420,261,0.3626
Car,420,436,0.5353
Car,420,263,0.1527
Car,302,231,0.226
Car,302,186,0.0446
Car,302,234,0.243
Car,302,186,0.0775
Car,325,409,0.5038
Car,325,260,0.1637
Car,325,416,0.5263
Car,325,265,0.2111
Car,325,403,0.6286
Car,325,256,0.1833
Truck,265,246,0.0931
Truck,265,351,0.5105
Truck,265,348,0.4523
Truck,265,242,0.0667
Truck,265,350,0.5098
Truck,265,239,0.0763
Truck,265,345,0.4344
Truck,265,237,0.0658
Truck,265,342,0.4781
Truck,265,230,0.0789
Truck,265,339,0.4706
Truck,265,228,0.0692
Truck,230,259,0.3347
Truck,230,228,0.1497
Truck,230,263,0.365
Truck,230,230,0.1107
Truck,230,262,0.4588
Truck,230,227,0.3291
Truck,230,259,0.4017
Truck,230,226,0.1003
Truck,230,256,0.2219
Truck,230,223,0.0702
Truck,230,255,0.3288
Truck,230,221,0.0868
Truck,325,444,0.329
Truck,325,295,0.1342
Truck,325,441,0.4976
Truck,325,292,0.141
Truck,325,420,0.4
Truck,325,269,0.2189
Truck,400,518,0.6486
Truck,400,325,0.2866
Truck,400,515.7618753,0.7804079
Truck,400,331.1656795,0.4632163
Truck,400,515,0.6258
Truck,400,317,0.4058
Truck,400,513,0.8416
Truck,400,315,0.3501
Truck,400,548,0.88
Truck,400,346,0.47
Truck,317,577,0.67
Truck,317,573,0.6721
Truck,317,345,0.0436
Truck,317,590,0.5572
Truck,317,368,0.0566
Truck,317,590,0.6902
Truck,317,368,0.0492
Car,332,393,0.438
Car,332,244,0.1902
Car,332,402,0.6372
Car,332,252,0.2541
Car,332,408,0.6047
Car,332,260,0.1692
Car,332,411,0.5975
Car,332,262,0.2103
Car,332,392,0.3354
Car,332,258,0.1106
Car,332,393,0.3348
Car,332,260,0.076
Car,332,386,0.2482
Car,332,254,0.0888
Car,270,307,0.4295
Car,270,199,0.056
Car,270,305,0.3679
Car,270,197,0.0438
Car,270,305,0.4673
Car,270,197,0.0678
Truck,317,580,0.7508
Truck,317,582,0.6774
Truck,317,346,0.0673
Truck,317,338,0.0805
Truck,317,559,0.2114
Truck,317,590,0.6098
Truck,317,371,0.0937
Truck,317,584,0.7176
Truck,317,366,0.1069
Truck,317,349,0.0942
Truck,317,554,0.2081
Truck,261,438,0.4578
Truck,261,271,0.129
Truck,261,453,0.5223
Truck,261,287,0.1552
Truck,152,416,0.6769
Truck,152,289,0.0814
Truck,152,366,0.4685
Truck,152,279,0.1045
Truck,152,408,0.537
Truck,152,279,0.072
Truck,152,268,0.2314
Truck,152,352,0.5258
Truck,261,490,0.5864
Truck,261,318,0.2733
Truck,261,483,0.6213
Truck,261,312,0.1702
Truck,261,471,0.6031
Truck,261,306,0.1252
Truck,261,465,1.2441
Truck,261,306,0.546
Truck,261,449,0.992
Truck,261,301,0.1958
Truck,261,456,1.2512
Truck,261,306,0.335
Truck,261,488,1.2633023
Truck,261,337,0.3158825
Truck,261,486,0.5354
Truck,261,313,0.2389
Truck,261,494,0.4816
Truck,261,334,0.2105
Truck,261,440,1.0398
Truck,261,295,0.2753
Truck,261,454,1.5075
Truck,261,317,0.8262
Truck,261,432,0.9413
Truck,261,284,0.4692
Truck,261,460,0.5004
Truck,261,294,0.1641
Truck,261,477,0.5703
Truck,261,314,0.2454
Truck,261,472.0171666,0.4672325
Truck,261,296.8075626,0.1684534
Truck,261,449,0.5296
Truck,261,287,0.1912
Car,530,427,0.6219
Car,530,293,0.1604
Car,530,402,1.4673
Car,530,433,0.6334
Car,530,290,0.1845
Car,530,396,0.6365
Car,530,494,0.8504
Car,530,482,0.3672
Car,530,442,1.1957
Car,530,424,4.0774
Car,530,299,0.2986
Car,530,479,0.2955
Car,530,294,0.2761
Car,530,417,3.4366
Car,530,436,1.0228
Car,530,292,0.3347
Car,188,202,0.032
Car,188,260,0.4673
Car,188,201,0.0389
Car,188,259,0.4628
Car,215,201,0.0821
Car,215,260,0.2567
Car,188,249.6500897,0.79999
Car,188,196.6164408,0.0365634
Car,188,192,0.0097
Car,188,242,0.164
Car,188,277,0.2801
Car,188,219,0.0406
Car,188,245,0.4177
Car,188,185,0.1108
Car,188,249,0.4376
Car,188,185,0.1312
Car,260,336,0.3532
Car,260,222,0.0575
Car,260,328,0.3596
Car,260,212,0.0569
Car,260,215,0.0445
Car,260,332,0.3698
Car,260,216.3253593,0.0601969
Car,260,332.9544705,0.4399066
Truck,131,358,3.4575
Truck,131,286,0.3192
Truck,131,217,0.2156
Car,135,341,0.4017
Car,135,220,0.1305
Car,135,363,2.9075
Car,135,400,0.2869
Car,135,295,0.2366
Truck,260,243,0.0468
Truck,260,362,0.4837
Truck,260,352,0.4521
Truck,260,236,0.0589
Truck,260,345,0.4843
Truck,260,228,0.0469
Truck,260,337,0.4817
Truck,260,222,0.0457
Truck,230,255,0.4619
Truck,230,223,0.2483
Truck,230,272,0.5965144
Truck,230,223,0.2016366
Truck,230,266,0.4339
Truck,230,232,0.366
Truck,230,266,0.4589
Truck,230,230,0.2259
Truck,260,365,0.4586
Truck,260,240,0.048
Truck,260,356,0.378
Truck,260,231,0.0346
Truck,170,279,0.3191
Truck,170,197,0.136
Truck,170,277,0.4082
Truck,170,201,0.2578
Truck,170,279,0.4205
Truck,170,200,0.2423
Truck,170,272,0.373
Truck,170,196,0.1372
Truck,170,269,0.3781
Truck,170,192,0.171
Truck,170,246,0.2559
Truck,170,332,0.5704
Truck,170,315,0.4577
Truck,170,234,0.1717
Truck,170,225,0.1937
Truck,170,306,0.5124
Car,130,222,1.0095
Car,130,159,0.3091
Car,130,221,1.109
Car,130,157,0.3503
Car,130,167.9074396,0.436493
Car,130,242.2364733,0.9615854
Car,130,229,0.6344
Car,130,161,0.3446
Car,124,234,0.32
Car,124,163,0.13
Car,124,229,0.23
Car,124,159,0.16
Truck,317,608,0.4364
Truck,317,394,0.0795
Truck,317,605,0.4281
Truck,317,389,0.0605
Truck,317,582,0.0948
Truck,317,390,0.0462
Car,109,247,0.9345
Car,109,171,0.2228
Car,109,215,0.3679
Car,109,158,0.0512
Car,109,216,0.3648
Car,109,159,0.0498
Car,109,214,0.3823
Car,109,157,0.0461
Car,109,264,0.4224
Car,109,173,0.1956
Car,109,243,0.7024
Car,109,171,0.1931
Car,109,214,0.3291
Car,109,155,0.058
Car,109,155,0.0691
Car,109,155,0.0534
Truck,317,570,0.7084
Truck,317,357,0.0987
Truck,317,553,0.3078
Truck,317,342,0.0553
Truck,317,596,0.6652
Truck,317,380,0.1089
Truck,317,592,0.6567
Truck,317,378,0.0719
Truck,317,572,0.5614
Truck,317,369,0.0828
Truck,317,572,0.5726
Truck,317,370,0.0581
Truck,317,549,0.5424
Truck,317,352,0.084
Truck,317,561,0.7001
Truck,317,361,0.0727
Truck,317,592,0.7764
Truck,317,375,0.1034
Truck,317,598,0.726
Truck,317,371,0.0757
Truck,317,567,0.2296
Truck,317,354,0.0935
Truck,317,570,0.9079
Truck,317,365,0.0655
Truck,317,572,0.7282
Truck,317,367,0.0348
Truck,317,546,0.2664
Truck,317,349,0.088
Truck,317,539,0.2604
Truck,317,340,0.0578
Truck,317,597,0.6508
Truck,317,392,0.0637
Truck,317,601,0.6038
Truck,317,396,0.0679
Truck,317,580,0.2429
Truck,317,376,0.103
Truck,317,559,0.6345
Truck,317,356,0.0553
Car,350,233.146011,0.0860113
Car,350,375.8877374,0.1317434
Car,350,349.27,0.31366
Car,350,224.8,0.01196
Car,350,371.89,0.1974
Car,350,232.67,0.0263
Car,350,368.27,0.21687
Car,350,237.22,0.0645
Car,350,352.37,0.1486
Car,350,229.01,0.01254
Car,350,344.61,0.28219
Car,350,230.8,0.03596
Car,350,379.4,0.1646
Car,350,241.74,0.0336
Car,350,373.5,0.2368
Car,350,244.48,0.03036
Car,350,358.62,0.1825
Car,350,236.05,0.01233
Car,350,353.23,0.20595
Car,350,237.92,0.04102
Car,400,383.59,0.1488
Car,400,240.54,0.0213
Car,400,367.11,0.1045
Car,400,241.65,0.01423
Car,400,388.17,0.19366
Car,400,246.47,0.02576
Car,400,382.2073781,0.300215
Car,400,243.8404598,0.0522952
Car,430,386.18,0.2074
Car,430,249.39,0.0304
Car,430,374.84,0.1659
Car,430,247.71,0.0301
Car,430,398.05,0.2307
Car,430,251.16,0.0299
Car,430,386.11,0.2305
Car,430,246.65,0.02449
Car,430,254.32,0.0166
Car,430,396.87,0.1295
Car,430,391.83,0.1268
Car,430,253.61,0.02608
Car,430,412.3,0.26285
Car,430,254.75,0.0367
Car,430,395.4,0.20596
Car,430,251.76,0.02266
Car,350,372.03,0.121
Car,350,233.98,0.0333
Car,350,367.31,0.23624
Car,350,235.27,0.02683
Car,350,348.02,0.1199
Car,350,224.53,0.0123
Car,350,336.13,0.20582
Car,350,225.75,0.02883
Car,400,378.45,0.2156
Car,400,233.34,0.0234
Car,400,367.14,0.12422
Car,400,236.37,0.02929
Car,400,361.03,0.1804
Car,400,234.26,0.01828
Car,400,379.07,0.1586
Car,400,238.89,0.02528
Car,400,371.61,0.20316
Car,400,240.71,0.04357
Car,400,372.22,0.10212
Car,400,234.24,0.0109
Car,430,392.47,0.1311
Car,430,244.65,0.0137
Car,430,369.69,0.1391
Car,430,244.45,0.07313
Car,430,396.27,0.22303
Car,430,244.2,0.01688
Car,430,382.65,0.2077
Car,430,243.36,0.01777
Car,475,488.42,0.2598
Car,475,313.54,0.16013
Car,350,386.36,0.21683
Car,350,243.89,0.05183
Car,350,368.85,0.2054
Car,350,240.85,0.06168
Car,400,395.98,0.1666
Car,400,250.44,0.04586
Car,400,379.63,0.1918
Car,400,247.74,0.07696
Car,560,429.45,0.40254
Car,560,261.95,0.03073
Car,560,398.74,0.4694
Car,560,259.56,0.05248
Car,887,309.158,0.20455
Car,887,257.77,0.15182
Car,265,319,0.1022
Car,265,198.07,0.0324
Car,265,343.45,0.14257
Car,265,214.17,0.07624
Car,315,359.2,0.0818
Car,315,231.21,0.00306
Car,315,338.04,0.06022
Car,315,212.41,0.00501
Truck,420,419.99,0.20378
Truck,420,260.42,0.00465
Both,416,335.77,0.26559
Both,416,263.31,0.3931
Truck,520,306.41142,0.3310332
Truck,520,508.6615248,0.3108595
Car,340,366.48,0.07446
Car,340,239.05,0.00653
Car,340,360.28,0.06818
Car,340,238.91,0.0073
Car,340,327.68,0.1484
Car,340,206.17,0.00472
Car,340,321.26,0.04262
Car,340,205.08,0.00558
Truck,340,418.49,0.2258
Truck,340,280.74,0.03198
Truck,340,408.31,0.37223
Truck,340,276.98,0.11968
Truck,400,275.7519138,0.018346
Truck,400,436.859293,0.4786739
Truck,400,423.3,0.643
Truck,400,273.5238934,0.1445103
Car,310,396.34,0.38377
Car,310,228.14,0.20665
Car,310,379.09,0.27895
Car,310,227.56,0.1501
Car,310,405.76,0.35538
Car,310,237.46,0.1872
Car,310,382.03,0.27458
Car,310,235.79,0.14146
Car,420,416.79,0.4105
Car,420,238.17,0.1072
Car,420,394.88,0.28326
Car,420,238.88,0.06852
Car,420,426.68,0.2889
Car,420,241.66,0.0686
Car,420,400.73,0.36576
Car,420,239.2,0.103
Car,440,472.3,0.12088
Car,440,264.49,0.11805
Car,440,448.14,0.1336
Car,440,264,0.0976
Car,416,307.4393684,0.443654
Car,416,216.2393528,0.2178773
Car,520,483.26,0.18996
Car,520,265.88,0.08157
Car,520,444.94,0.18282
Car,520,262.02,0.0728
Car,520,487.13,0.209
Car,520,267.34,0.09744
Car,520,451.13,0.2187
Car,520,267.42,0.12035
Car,262,472.84,2.358
Car,262,443.291,2.5733
Car,262,185.650351,0.2473813
Car,262,331.7543051,1.4418377
Car,262,239.8490473,0.3190164
Car,262,418.9087158,1.3093643
Car,262,388.5249301,3.0400255
Car,563,469.58,0.3125
Car,563,632.66,0.0413
Car,563,668.11,0.4182
Car,563,580.73,0.092
Car,563,333.26,0.1453
Car,453,348.29,0.5674
Car,453,640.76,1.2086
Car,453,538.77,4.7599
Car,453,723.7,2.8348
Car,453,629.51,1.2261
Car,453,639.4,1.1521
Car,453,352.1,0.5061
Car,624,577.03,0.1894
Car,624,321.96,0.2309
Car,565,532.7471,0.3121
Car,565,294.82,0.0239
Car,565,630,1.36
Car,565,300.1,0.1388
Car,565,603,0.793
Car,565,580,0.6264
Car,565,299.31,0.1207
Car,565,561.7736,0.2554
Car,565,306.3778,0.01945
Car,200,281,0.34
Car,200,187,0.1
Car,200,281,0.25
Car,200,185,0.2
Car,200,324,0.42
Car,200,212,0.34
Car,200,323.632344,0.2633983
Car,200,207.2262794,0.2417145
Both,250,231.34772,0.205347
Both,250,301.1377168,0.6830382
Both,170,201.24268,0.007271
Both,170,284.85855,0.054993
Both,170,318.39521,0.06724
Both,170,221.35827,0.006642
Both,148,242.682069,0.036755
Both,148,167.637145,0.099068
Both,148,277.69205,0.169045
Both,148,182.510202,0.074471
Both,148,277.422815,0.197395
Both,148,182.802824,0.058765
Both,148,252.489991,0.05522
Both,148,173.127756,0.094637
Both,148,287.7495789,0.1871899
Both,148,189.2015424,0.1190711
Both,148,249.530565,0.0672
Both,148,172.245183,0.101844
Both,148,246.94113,0.037029
Both,148,170.505461,0.109948
Both,148,246.266472,0.042718
Both,148,169.852526,0.090162
Both,148,280.105894,0.188241
Both,148,186.737682,0.081179
Both,148,278.434205,0.163298
Both,148,184.991567,0.081478
Both,175,264.269239,0.049492
Both,175,175.457088,0.093988
Both,175,265.444926,0.064625
Both,175,173.2208052,0.0498849
Both,175,262.546327,0.137056
Both,175,175.67274,0.093949
Both,175,261.601513,0.123698
Both,175,173.462484,0.177799
Both,256,354.897182,0.410553
Both,256,219.579882,0.062408
Both,175,275.680845,0.042055
Both,175,191.582679,0.101665
Both,175,274.336581,0.051539
Both,175,189.87732,0.098837
Both,175,274.719171,0.197593
Both,175,190.680699,0.322859
Both,175,272.969983,0.208648
Both,175,191.49089,0.158884
Both,256,358.702161,0.480566
Both,256,232.512157,0.03891
Both,256,358.702716,0.556498
Both,256,232.164174,0.030896
Both,268,438.489198,0.954112
Both,268,296.332198,0.111165
Both,268,305.2799194,0.7110583
Both,268,212.9527037,0.1255534
Both,268,330.17471,0.54638
Both,268,223.340966,0.081152
Both,305,416.377238,0.915637
Both,305,274.557855,0.219932
Both,148,264.927722,0.045945
Both,148,186.535381,0.086035
Both,148,207.515288,0.0399411
Both,148,304.2602215,0.142315
Both,148,229.15252,0.132201
Both,148,183.815048,0.136606
Car,154,222.8797967,0.0366864
Car,154,207.6336408,0.6932355
Car,154,163.9900708,0.0077913
Car,154,161.0698881,0.0403664
Car,154,249.8110679,0.1239111
Car,154,204.0613311,0.9108109
Car,154,233.999381,0.0368807
Car,154,163.0416422,0.0049541
Car,154,229.9453526,0.0282566
Car,154,153.7546886,0.032725
Car,154,207.0008178,1.0782336
Car,154,218.5061744,0.0188898
Car,154,159.5902289,0.0162434
Car,154,233.9752834,0.0282071
Car,154,161.6669428,0
Car,268,337.2546768,0.2048099
Car,268,205.2658403,0.0207675
Car,268,335.6663014,0.1247714
Car,268,200.5143063,0.0225909
Car,268,199.680422,0.0192458
Car,268,333.8826326,0.1683592
Car,268,333.8666163,0.2035336
Car,268,199.8027067,0.0242938
Car,306,450.3556386,0.0230291
Car,306,357.6975722,0.1901411
Car,306,341.6380123,0.384258
Car,306,441.8031814,1.2264463
Car,306,369.1685158,0.1376207
Car,306,227.3875218,0.0222402
Car,306,360.5466625,0.1601194
Car,306,337.3551852,0.2646665
Car,306,446.6633264,0.0281146
Car,306,226.7580584,0.0225035
Car,306,444.3834207,0.0487821
Car,306,357.5893276,0.167745
Car,306,334.918967,0.4856574
Car,306,227.3380305,0.0269077
Car,306,244.155431,0.0173328
Car,306,362.118264,0.3121074
Car,306,376.883887,0.1328525
Car,306,365.0995443,0.2564522
Car,306,243.9634281,0.0116206
Car,306,375.1122492,0.1482559
Car,306,361.3909655,0.1028921
Car,306,244.7974278,0.013809
Car,306,377.3128842,0.1320529
Car,306,454.5140022,1.0170139
Car,306,449.577224,0.0442478
Car,306,453.6662666,1.032717
Car,306,446.5117993,0.0395284
Car,306,455.8083183,0.9950341
Car,306,451.8759975,0.0287013
Car,286,300.30772,0.0483595
Car,286,293.76457,0.795863
Car,286,271.9626487,0.0339028
Car,286,199.5633167,0.0093727
Car,286,221.4555253,0.0390829
Car,286,269.6515343,0.0364545
Car,286,295.3992463,0.0248327
Car,286,292.2064701,0.8552661
Car,286,218.219106,0.0492526
Car,286,198.2589483,0.0052551
Car,286,279.9434888,0.0256368
Car,286,318.0338112,0.0387865
Car,286,297.4143893,0.6192698
Car,286,231.3758624,0.0287862
Car,286,203.39544,0.0025365
Truck,301,315.1462204,0.0234474
Truck,301,470.5790611,0.1773816
Car,204,209.2162214,0.051435
Car,204,328.1403183,0.0801235
Car,204,330.1986264,0.0726094
Car,204,210.3634409,0.0173776
Car,204,205.1378337,0.0210683
Car,204,328.3615522,0.0740148
Car,204,232.141214,0.0260066
Car,204,349.5070434,0.1182614
Car,204,348.4347436,0.1351025
Car,204,232.0977479,0.0174056
Car,204,347.7014157,0.0775269
Car,204,350.2096168,0.081168
Car,204,231.5588206,0.0394014
Car,204,327.5932197,0.1208448
Car,204,205.7987209,0.0271986
Car,306,457.4575183,1.0068961
Car,306,381.0934176,0.165573
Car,306,381.0233325,0.4943223
Car,306,257.5865546,0.0283114
Car,306,464.3283502,0.027307
Car,306,382.8041722,0.1521864
Car,306,254.6485244,0.0242991
Car,306,373.6050199,0.37824
Car,306,379.6131476,0.1700988
Car,306,254.4467122,0.0377524
Car,306,373.2932194,0.3451276
Car,306,367.6041009,0.312008
Car,306,247.0556177,0.0324311
Car,306,373.1968112,0.1725754
Car,306,368.3862307,0.3975037
Car,306,245.2055908,0.032364
Car,306,371.7630912,0.1609288
Car,306,248.1834234,0.0326865
Car,306,369.3355336,0.3933279
Car,306,369.8454643,0.1883384
Car,306,235.1906137,0.0596874
Car,306,364.4222017,0.0877985
Car,306,234.2250862,0.0293147
Car,306,363.698665,0.1063602
Car,389,474.7375918,1.9728012
Car,389,474.7375918,1.9728012
Car,389,403.2814354,0.1079581
Car,389,403.2814354,0.1079581
Car,389,404.6156553,0.1498084
Car,389,404.6156553,0.1498084
Car,389,421.8792065,0.00697
Car,389,421.8792065,0.00697
Car,389,444.8623519,1.6228097
Car,389,444.8623519,1.6228097
Truck,383,365.419759,0.0384497
Truck,383,569.1408499,0.1559688
Truck,383,591.792142,0.1409947
Truck,383,380.5613673,0.032723
Truck,383,585.6735009,0.1809866
Truck,383,376.1819116,0.0447893
Truck,235,312.0911244,0.0932586
Truck,235,223.5632005,0.028804
Truck,235,308.8945975,0.1523752
Truck,235,223.1791291,0.0203607
Truck,235,222.9851642,0.0202572
Truck,235,311.6661502,0.1241728
Truck,235,305.297214,0.0915084
Truck,235,216.5207023,0.0258289
Truck,235,305.6472217,0.1784519
Truck,235,219.6258546,0.0334379
Truck,235,219.5583503,0.0197483
Truck,235,309.6851886,0.1427976
Truck,235,225.4821693,0.0502693
Truck,235,314.6308531,0.0894917
Truck,235,315.4034913,0.1180196
Truck,235,225.955555,0.0283782
Truck,235,225.0659159,0.0133814
Truck,235,314.2814743,0.1287227
Truck,235,307.5248045,0.0866308
Truck,235,219.9037926,0.0160666
Truck,235,305.685047,0.0977474
Truck,235,218.8985734,0.01229
Truck,235,217.1965938,0.0128294
Truck,235,307.7343384,0.1046962
Truck,235,248.203026,0.0286905
Truck,235,327.7916749,0.1178928
Truck,235,319.6166816,0.0972996
Truck,235,231.3132781,0.0432621
Truck,235,230.4571731,0.0424153
Truck,235,315.371684,0.114746
Truck,235,242.5049756,0.0160454
Truck,235,320.8204425,0.094954
Truck,235,315.7478533,0.1339068
Truck,235,232.1836458,0.0360207
Truck,235,316.200491,0.1205086
Truck,235,231.5337491,0.0222884
Truck,112,208.7136152,0.0142789
Truck,112,194.3704846,0.112982
Truck,112,207.4558234,0.0092149
Truck,112,194.8886372,0.0965266
Truck,112,192.1302555,0.0818387
Truck,112,203.9969979,0.0278219
Truck,112,200.6978762,0.0247284
Truck,112,186.2487629,0.0798769
Truck,112,209.5908616,0.0146288
Truck,112,200.0404653,0.0806803
Truck,112,200.3295277,0.0847954
Truck,112,215.6322404,0.0913069
Truck,112,209.4102514,0.0102794
Truck,112,203.0984779,0.0192993
Truck,112,196.527687,0.0854518
Truck,112,210.1926328,0.0110954
Truck,112,204.8862389,0.2141946
Truck,112,200.6846045,0.0952924
Truck,112,207.5409845,0.0132324
Truck,112,199.6145945,0.0696994
Truck,112,207.371443,0.011915
Truck,112,195.6481706,0.0695411
Truck,112,202.2642237,0.0184982
Car,467,425.9731312,0.0540105
Car,467,254.0324619,0.0370242
Car,467,370.5714577,0.0454991
Car,467,504.2435756,0.0315956
Car,467,515.8309228,0.7275734
Truck,270,388.3262057,0.1808094
Truck,270,255.1497705,0.036906
Truck,270,254.6989014,0.031449
Truck,270,385.547168,0.1555003
Truck,270,262.5109038,0.0194814
Truck,270,392.003409,0.2391516
Truck,270,266.0268553,0.0165174
Truck,270,406.7382545,0.1953146
Truck,270,384.0578935,0.1934547
Truck,270,247.2431216,0.0267565
Truck,245,215.3292345,0.0756516
Truck,245,228.5139217,0.0400576
Truck,245,212.3015037,0.0650449
Truck,245,224.3584132,0.0385796
Truck,245,217.1822011,0.0829564
Truck,245,228.1586499,0.0437833
Truck,245,240.640399,0.1227637
Truck,245,228.9290923,0.0648194
Truck,245,218.7850873,0.0760614
Truck,245,228.1134174,0.0401099
Truck,245,221.2216137,0.0656114
Truck,245,228.0741092,0.0239236
Car,94,229.2161468,0.8640599
Car,94,238.6598324,1.4630028
Car,94,250.4392063,0.0738304
Car,94,182.1033485,0.112528
Car,94,148.9271432,0.0373316
Car,179,199.7433482,0.0208888
Car,179,298.0790531,0.1682672
Car,179,301.0342168,0.1994328
Car,179,201.51584,0.0180329
Car,179,305.0087983,0.212791
Car,179,207.9455038,0.0204063
Car,179,203.6412523,0.0218963
Car,179,297.6336629,0.2040398
Truck,270,419.5139867,0.1209944
Truck,270,287.6307144,0.0254492
Truck,270,284.1626387,0.0164346
Truck,270,410.3566328,0.115477
Truck,270,298.4722884,0.0168147
Truck,270,301.1149173,0.0317408
Truck,270,427.9323209,0.1100896
Truck,270,297.6840424,0.0350458
Truck,270,423.9784539,0.1164458
Car,178,276.8714861,0.1254823
Car,178,177.1747948,0.0050727
Car,268,326.8024888,0.1820121
Car,268,204.7727128,0.0053375
Car,154,156.5325481,0.0085259
Car,154,150.1595141,0.029118
Car,154,152.4829095,0.0226249
Car,154,157.5352583,0.0026988
Car,154,157.2902683,0.0353226
Car,154,160.9587876,0.0058955
Car,154,163.1150243,0.0003685
Car,154,163.5234072,0.0487502
Car,154,160.5298184,0.002793
Car,154,161.7857551,0.0704804
Car,154,157.5538163,0.0033835
Car,154,153.2413782,0.0320359
Car,132,250.3427994,0.1405024
Car,132,170.5522079,0.0567045
Car,132,246.194405,0.2315429
Car,132,170.949445,0.0589012
Car,132,235.2674765,0.1818376
Car,132,161.0592201,0.0755129
Car,132,169.7427528,0.0282787
Car,132,237.08629,0.1728606
Car,132,160.9283447,0.0378394
Car,132,228.4529608,0.1711839
Car,132,165.4548297,0.0643727
Car,132,237.5176731,0.1094286
Car,140,219.3207439,0.1323868
Car,140,156.0738786,0.0348882
Car,140,225.6806788,0.1864253
Car,140,151.049699,0.0260837
Car,140,221.2463147,0.1176796
Car,140,148.5198941,0.0081507
Car,140,224.4844734,0.1392951
Car,140,159.1790739,0.0169583
Car,140,157.3190604,0.01134
Truck,185,388.8461536,0.6549317
Truck,185,228.0797699,0.029336
Truck,185,343.5914663,0.2548565
Truck,270,252.4895231,0.0364442
Truck,270,375.0060008,0.1328342
Truck,270,391.9383457,0.1322734
Truck,270,265.1114073,0.0495144
Truck,245,301.1286992,2.097368
Truck,245,228.6757095,0.0780142
Truck,245,330.4280528,0.1875647
Truck,245,374.830263,0.778685
Truck,245,228.9244194,0.078912
Truck,245,341.6673586,0.2009796
Truck,245,297.6799338,2.0176224
Truck,245,341.6118825,0.3067925
Truck,245,276.4122688,1.9806786
Truck,245,227.360127,0.0679823
Truck,245,229.5593779,0.0417308
Truck,245,342.3769376,0.1078171
Truck,245,286.129681,1.9758768
Truck,245,336.7678694,0.3712048
Truck,245,229.4927334,0.0864092
Truck,245,229.5785282,0.0554612
Truck,245,290.0017833,1.9610967
Truck,245,225.7091997,0.0707968
Truck,245,336.2449833,0.2599159
Truck,245,342.2531992,0.080479
Truck,245,231.0424187,0.0562582
Truck,245,226.4794635,0.0616609
Truck,245,318.1827732,0.100477
Truck,245,334.7556791,0.3199762
Truck,245,288.6479894,1.8586268
Truck,245,226.9724329,0.0469596
Truck,381,362.4384054,0.1086661
Truck,381,551.6343522,0.2334094
Truck,381,546.0003696,0.1523792
Truck,381,358.7476822,0.0388434
Car,98,130.8100637,0.0358224
Car,98,128.6861186,0.0265347
Car,98,130.0496473,0.0606595
Car,98,134.0886982,0.0231297
Car,98,130.1227932,0.0511312
Car,98,133.1376316,0.0233449
Car,98,122.8989144,0.0421906
Car,98,125.7411575,0.024303
Car,98,121.8403342,0.0400357
Car,98,126.8913116,0.0163605
Car,98,121.938424,0.0509014
Car,98,127.1332557,0.0155781
Car,82,180.1866934,0.1163039
Car,82,161.5399364,1.1570106
Car,82,216.8729752,0.145374
Car,82,140.4235207,0.0155023
Car,82,135.2641642,0.0344559
Car,82,161.178781,1.1761987
Car,82,183.5887652,0.0856148
Car,82,195.5228137,0.1167975
Car,82,132.9247938,0.0089378
Car,82,124.2234292,0.0401525
Car,82,176.3921595,0.1174186
Car,82,151.9797156,1.0907978
Car,82,209.3795917,0.09445
Car,82,128.8904908,0.033908
Car,82,130.6068412,0.0249022
Car,82,173.5790302,0.1899018
Car,82,148.8848493,1.0877526
Car,82,186.3185698,0.0576538
Car,82,123.567393,0.0123662
Car,82,117.8270844,0.0418272
Car,98,180.7904938,0.0504377
Car,98,124.5113745,0.0579088
Car,98,192.4553382,0.107999
Car,98,128.1080271,0.01751
Car,98,185.3097503,0.0707907
Car,98,178.3447553,0.0314171
Car,98,167.0471307,0.4667176
Car,98,166.81201,0.5186985
Car,98,130.8641573,0.0247042
Car,98,126.4968349,0.0574914
Car,98,187.4788977,0.0619166
Car,98,187.0234522,0.0618054
Car,98,167.2872239,0.4335663
Car,98,121.7013991,0.0804722
Car,98,128.2509624,0.0188768
Car,98,148.3199728,0.0923235
Car,98,157.9166662,0.025964
Car,98,158.466464,0.0328881
Car,98,149.1677595,0.0901863
Car,98,148.9344939,0.082403
Car,98,158.8428401,0.0354048
Car,98,143.9604026,0.0806749
Car,98,151.3337471,0.024057
Car,98,156.2051586,0.0162389
